license	location	pmcid	pmid	doi	pubdate	source	number	text	software	version	ID	curation_label	mapped_to_software
comm	comm/PLoS_One/PMC5104439.nxml	5104439	27832128.0	10.1371/journal.pone.0165702	2016	Alignment, substitution model choice and phylogenetic inference	23	The resulting alignment for each gene was concatenated using SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4905661.nxml	4905661	27294529.0	10.1371/journal.pone.0157123	2016	Data analyses	21	The binary characters were combined with the nucleotide data using the program SequenceMatrix [35]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC7098592.nxml	7098592	32214331.0	10.1371/journal.pone.0230014	2020	Tissue collection and genetic analysis	13	Concatenation of genes was accomplished in SequenceMatrix [48].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6053231.nxml	6053231	30024965.0	10.1371/journal.pone.0201068	2018	Phylogenetic analyses	11	Sequence Matrix 1.8 software was used for sequence concatenations [44].	Sequence Matrix	1.8	SM61024	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC3866145.nxml	3866145	24358356.0	10.1371/journal.pone.0084352	2013	Sequence alignment and phylogenetic analyses	25	The resulting alignments of trimmed nucleotides or amino acids were concatenated in SequenceMatrix [55] into two datasets with 10200 nucleotides or 3400 amino acids	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6553701.nxml	6553701	31170152.0	10.1371/journal.pone.0207833	2019	Phylogenetic analyses	10	FASTA files were concatenated with SequenceMatrix v1.8 [68] to generate the six-gene dataset	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4520480.nxml	4520480	26225760.0	10.1371/journal.pone.0134170	2015	Phylogenetic Analysis	11	Individual gene alignments were concatenated using SequenceMatrixv1.7.8 [38]	SequenceMatrixv1	SequenceMatrixv1.7.8	SM565249	not_curated	SequenceMatrix
comm	comm/PLoS_One/PMC5300163.nxml	5300163	28182623.0	10.1371/journal.pone.0170286	2017	Sequence alignment, genetic distance and barcoding gap	6	Then, SequenceMatrix 1.7.7 [44] was used to combine matrixes of single marker into matrixes of multi-makers	SequenceMatrix	1.7.7	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4922825.nxml	4922825	27348125.0	10.1371/journal.pone.0157386	2016	Methods	7	DNA sequences were corrected and aligned using CodonCode Aligner (CodonCode Corp., Centerville, MA, USA), concatenated using SequenceMatrix [21], and collapsed using Alter [22].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC5266277.nxml	5266277	28122062.0	10.1371/journal.pone.0170596	2017	Phylogenetic analysis	12	SequenceMatrix [36] was employed to assemble combined datasets.	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4511787.nxml	4511787	26200914.0	10.1371/journal.pone.0130127	2015	Alignments and phylogenetic analyses	10	We used the software SequenceMatrix 1.7.7 [79] to concatenate the supermatrix	SequenceMatrix	1.7.7	SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4355296.nxml	4355296	25756215.0	10.1371/journal.pone.0116485	2015	Phylogenetic analyses	10	The datasets were finally concatenated using SequenceMatrix [49].	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC6209132.nxml	6209132	30379813.0	10.1371/journal.pone.0199404	2018	Phylogenetic analysis	8	The dataset of all PCGs was concatenated using SequenceMatrix v1.7.845 to form 9696 bp dataset [34]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC5558960.nxml	5558960	28813426.0	10.1371/journal.pone.0181413	2017	Molecular analyses	17	Multi-gene trees were made by concatenating alignments of the three genes using SequenceMatrix [53], with leading and trailing gaps represented as undefined characters	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC4331094.nxml	4331094	25689825.0	10.1371/journal.pone.0117862	2015	Phylogenetic analyses	11	Alignments of individual genes were concatenated using SequenceMatrix v1.7.8 [34]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_One/PMC3496728.nxml	3496728	23152747.0	10.1371/journal.pone.0045715	2012	Phylogenetic Analysis for the Clock Gene Proteins	33	Parsimony trees were constructed from the alignments using TNT phylogenetic software after exporting the data from SequenceMatrix	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Commun_Biol/PMC6884534.nxml	6884534	31815200.0	10.1038/s42003-019-0689-7	2019	Phylogenomic analyses	16	A final concatenated supermatrix was produced with Sequence Matrix 1.8	Sequence Matrix	1.8	SM61024	not_curated	SequenceMatrix
comm	comm/Comput_Struct_Biotechnol_J/PMC7804350.nxml	7804350	33489009.0	10.1016/j.csbj.2020.12.041	2020	Phylogenetic analysis	7	Individual mitochondrial genes were first aligned using the MAFFT v7.037 [46], and then concatenated into a combined mitochondrial gene set using SequenceMatrix v1.7.8 [47]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC5817127.nxml	5817127	29468015.0	10.1002/ece3.3815	2018	Phylogenetic reconstruction of Enchenopa binotata	13	We therefore combined CO1 (875 bp) and EF1α (870 bp) using a supermatrix approach in Sequence Matrix v1.8 (Vaidya, Lohman, & Meier, 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Ecol_Evol/PMC7029067.nxml	7029067	32076546.0	10.1002/ece3.6008	2020	Phylogenetic analysis, genetic distance, nucleotide mutation rate, and estimation of divergence time	6	Each gene was aligned separately and manually concatenated these sequences using Sequence Matrix v	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Ecol_Evol/PMC6509377.nxml	6509377	31110681.0	10.1002/ece3.5120	2019	DNA extraction, sequencing, and alignment	13	Genes were concatenated with SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC6010815.nxml	6010815	29938065.0	10.1002/ece3.4067	2018	Base chromosome number and phylogenetic analysis	12	Sequence data matrices were concatenated using Sequence Matrix version 1.7 (Vaidya, Lohman, & Meier, 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Ecol_Evol/PMC5415509.nxml	5415509	28479990.0	10.1002/ece3.2853	2017	Alignment and dataset assembly	28	Individual genes and morphological matrices were concatenated using Sequence Matrix (Vaidya, Lohman, & Meier, 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Ecol_Evol/PMC6745856.nxml	6745856	31534674.0	10.1002/ece3.5474	2019	Phylogenetic analyses	12	All four loci were concatenated using SequenceMatrix v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC6787814.nxml	6787814	31624586.0	10.1002/ece3.5606	2019	Phylogenetic analysis	7	The dataset of all PCGs was concatenated (10,647 bp) using SequenceMatrix v1.7.84537 (Vaidya, Lohman, & Meier, 2010)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC7593144.nxml	7593144	33144951.0	10.1002/ece3.6746	2020	Phylogenetic reconstruction	13	Genes were assembled using the program SequenceMatrix 1.8 (Vaidya, Lohman, & Meier, 2011)	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC6787831.nxml	6787831	31624561.0	10.1002/ece3.5568	2019	Phylogeny of Ficus	14	A Bayesian tree was created, based on the linked sequences, through a combination of SequenceMatrix‐Windows‐1.8 (Vaidya, Lohman, & Meier, 2011) and BEAST.v2.4.5.Windows (Bouckaert et al., 2014)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC7391345.nxml	7391345	32760560.0	10.1002/ece3.6497	2020	Primer design and sequence alignment	7	Afterward, all gene fragments were combined using SequenceMatrix (Vaidya, Lohman, & Meier, 2011).	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC6392390.nxml	6392390	30847077.0	10.1002/ece3.4875	2019	Sequence analysis	16	The aligned sequences of rbcL and matK were combined to obtain two‐loci DNA barcodes using SequenceMatrix software (Vaidya, Lohman, & Meier, 2011).	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Ecol_Evol/PMC6662396.nxml	6662396	31380051.0	10.1002/ece3.5301	2019	Phylogenetic analysis	10	A concatenated sequence consisted of four mtDNA genes (Cox1 + Cox3 + CYTB + D‐loop) and one nuclear gene (vWF) fragment, and each marker was separately aligned and these sequences were then manually concatenated using the program Sequence Matrix v1.7.8 (Vaidya, Lohman, & Meier, 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Evol_Appl/PMC6231483.nxml	6231483	30459838.0	10.1111/eva.12696	2018	Mitochondrial gene amplification and genetic statistic estimation	9	In addition, the three mitochondrial genes of each individual were concatenated into a single sequence using SequenceMatrix v.1.7.8 (Vaidya, Lohman, & Meier, 2011), and the concatenated sequences were then used to estimate pairwise F ST between local populations using Arlequin, with 10,000 permutations applied to test for significance	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Evol_Appl/PMC7980273.nxml	7980273	33767745.0	10.1111/eva.13149	2020	Tree construction	25	We concatenated the resultant files in SequenceMatrix (Vaidya et al., 2011) and exported the concatenated file in phylip format	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Cell_Infect_Microbiol/PMC7935548.nxml	7935548	33680984.0	10.3389/fcimb.2020.618747	2021	Phylogenetic Analyses	8	Sequence Matrix 1.8 software was used for sequence concatenation	Sequence Matrix	1.8	SM61024	not_curated	SequenceMatrix
comm	comm/Front_Genet/PMC7917209.nxml	7917209	33659021.0	10.3389/fgene.2021.534871	2021	Phylogenetic Analysis	8	We first aligned single mitochondrial genes using MAFFT v7.037 (Katoh et al., 2019) and concatenated these alignments to a gene set using the SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Genet/PMC8261143.nxml	8261143	34249107.0	10.3389/fgene.2021.693541	2021	Phylogenetic Analysis	13	The alignments of the 15 genes were concatenated into a single data matrix using SequenceMatrix v.1.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Immunol/PMC8250867.nxml	8250867	34220831.0	10.3389/fimmu.2021.683026	2021	Phylogenetically Independent Contrast and Microglia Morphometric Features	18	Sequences were aligned using ClustalW (56) implemented in BioEdit 7.2.5 (57) and concatenated using the program SequenceMatrix 1.8 (58)	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7658094.nxml	7658094	33193172.0	10.3389/fmicb.2020.572596	2020	Phylogenetic Analyses	6	The concatenated ITS and LSU, and ITS, LSU, MCM7, RPB2, and EF1A sequences were assembled by SequenceMatrix v.1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC8134742.nxml	8134742	34025609.0	10.3389/fmicb.2021.654380	2021	Sequence Alignment, and Phylogenetic Analysis	7	The cured sequence alignments were then concatenated with the SequenceMatrix (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7644776.nxml	7644776	33193177.0	10.3389/fmicb.2020.573064	2020	Phylogenetic Analysis	9	MAFFT v7.037 software (Abascal et al., 2010) was first used to align the single mitochondrial gene sequence, and then SequenceMatrix v1.7.8 software (Lanfear R	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC6974680.nxml	6974680	32010067.0	10.3389/fmicb.2019.02918	2020	Phylogenetic Analysis	33	Sequence concatenation was performed with Sequence Matrix 1.8 software (Vaidya et al., 2011), further corrected in Geneious Prime (Kearse et al., 2012), and plotted in MEGA X	Sequence Matrix	1.8	SM61024	not_curated	SequenceMatrix
comm	comm/Front_Microbiol/PMC7432440.nxml	7432440	32849488.0	10.3389/fmicb.2020.01970	2020	Phylogenetic Analysis	6	We first aligned individual mitochondrial genes using the MAFFT v7.037 software (Katoh et al., 2017), and then concatenated the aligned mitochondrial genes into a combined mitochondrial gene set using the SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7873960.nxml	7873960	33584571.0	10.3389/fmicb.2020.608991	2021	Sequence Alignment and Phylogenetic Analyses	9	7.0.9.1 (Hall, 1999) and were concatenated in Sequence Matrix v	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Front_Microbiol/PMC8024981.nxml	8024981	33841366.0	10.3389/fmicb.2021.643731	2021	Fusarium Phylogenetic Analysis	22	The three loci were concatenated using SequenceMatrix (Vaidya et al., 2011) and partitioned by gene, codon position and EF1α introns for the ML search, performed as above for individual gene trees–see https://github.com/Rowena-h/MusaEndophytes for the raw alignment and tree files	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC6338057.nxml	6338057	30687241.0	10.3389/fmicb.2018.03159	2019	Binning, Annotation, and Phylogenetic Affiliations Using Marker Genes	23	The aligned sequences of 30 of the 31 marker genes (smpB was omitted due to low coverage) were concatenated using “Java Sequence Matrix”	Java Sequence Matrix		SM721820	not_curated	not_disambiguated
comm	comm/Front_Microbiol/PMC7228111.nxml	7228111	32457712.0	10.3389/fmicb.2020.00785	2020	Phylogenetic Analysis	14	The nucleotide sequences of the 13 core genes were individually aligned using MAFFT (v.7.429) with an automatic algorithm (parameter: mafft – auto) (Katoh and Standley, 2013), and multiple sequence alignments were concatenated in SequenceMatrix (v.1.8) (Vaidya et al., 2011).	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7228111.nxml	7228111	32457712.0	10.3389/fmicb.2020.00785	2020	Analysis of Mitochondrial Introns	17	gamsii KUC1747) were individually aligned using MAFFT (v.7.429) with an automatic algorithm (parameter: mafft – auto) (Katoh and Standley, 2013), and multiple sequence alignments were concatenated in SequenceMatrix (v.1.8) (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7642397.nxml	7642397	33193147.0	10.3389/fmicb.2020.561381	2020	Comparison of Combination Identification	9	A multiple alignment of the combined partial sequences was assembled with MEGA 6 (Tamura et al., 2013) and SEQUENCEMATRIX 1.7.8 (Vaidya et al., 2011)	SEQUENCEMATRIX	1.7.8	SM385970	not_curated	not_disambiguated
comm	comm/Front_Microbiol/PMC7265640.nxml	7265640	32528431.0	10.3389/fmicb.2020.00933	2020	Paralulworthia gigaspora and Paralulworthia posidoniae: Growth Condition, Morphological, and Molecular Study	11	No incongruence was observed among single-loci phylogenetic trees and alignments were concatenated into a single data matrix with SequenceMatrix (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7756005.nxml	7756005	33362740.0	10.3389/fmicb.2020.591453	2020	Comparative Mitogenome and Phylogenetic Analyses	5	Then the aligned mitochondrial genes were concatenated into a combined mitochondrial gene set using SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7782312.nxml	7782312	33414778.0	10.3389/fmicb.2020.614910	2020	Sequence Alignment and Phylogenetic Analyses	6	Individual alignments were concatenated using Sequence Matrix v.1.7.8 for multilocus phylogenetic analyses	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Front_Microbiol/PMC6363710.nxml	6363710	30761097.0	10.3389/fmicb.2019.00045	2019	Taxon Sampling, Alignment and Phylogenomic Analyses	9	7 (Katoh and Standley, 2013) and concatenated using Sequence Matrix v 100.0 (Vaidya et al., 2011)	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Front_Microbiol/PMC8287656.nxml	8287656	34290675.0	10.3389/fmicb.2021.583129	2021	Phylogenetic Analysis	7	We first aligned individual mitochondrial genes using MAFFT v7.037 software (Katoh et al., 2019), and then concatenated them into a combined mitochondrial gene dataset using SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC7318869.nxml	7318869	32636830.0	10.3389/fmicb.2020.01382	2020	Phylogenetic Analysis	8	We used MAFFT v7.037 software (Katoh et al., 2017) to align individual mitochondrial genes and then used SequenceMatrix v1.7.8 (Vaidya et al., 2011) to concatenate these alignments into a combined mitochondrial gene set	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC6598499.nxml	6598499	31293543.0	10.3389/fmicb.2019.01395	2019	Genetic Identity and Phylogeny	13	The sequences for the different loci were concatenated in sequenceMatrix (1.8)	sequenceMatrix		SM723585	not_curated	SequenceMatrix
comm	comm/Front_Microbiol/PMC5090004.nxml	5090004	27853450.0	10.3389/fmicb.2016.01657	2016	Phylogenetic analysis	8	The sequences for the 16S rRNA, gyrB, rpoB, and trpB (Supplementary Table S1) were concatenated along with those from selected reference strains using SequenceMatrix software (Vaidya et al., 2010)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Microbiol/PMC8193148.nxml	8193148	34122362.0	10.3389/fmicb.2021.646567	2021	Phylogenetic Analysis	6	Then, these alignments were concatenated in SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC5413554.nxml	5413554	28515737.0	10.3389/fpls.2017.00715	2017	Construction of Phylogenetic Trees	11	After removing all gaps and ambiguous sites, the alignments of the 67 genes were concatenated using SequenceMatrix 1.8 (Vaidya et al., 2011)	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC8072514.nxml	8072514	33912209.0	10.3389/fpls.2021.642598	2021	Phylogenetic Analyses	13	All genes belonging to the same genome were concatenated with SequenceMatrix v.1.8 (Vaidya et al., 2011), resulting in an 83-gene plastid matrix, a 44-gene mitochondrial matrix and a 10-gene nuclear matrix	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC4468836.nxml	4468836	26136762.0	10.3389/fpls.2015.00447	2015	Sequence Divergence and Phylogenetic Analysis	8	For each orthologous gene, the alignment was trimmed by using trimAL version 1.2 (Capella-Gutiérrez et al., 2009), and the trimmed alignments were concatenated by SequenceMatrix version 1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC7347972.nxml	7347972	32719690.0	10.3389/fpls.2020.00799	2020	Phylogenetic Analysis	18	Individual sequence alignments were performed using MAFFT and then combined for each dataset using SequenceMatrix (Vaidya et al., 2011).	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC5004484.nxml	5004484	27625655.0	10.3389/fpls.2016.01244	2016	cpDNA sequencing data	10	The edited sequences of the three cpDNA regions were then combined in SequenceMatrix v1.7.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC5812252.nxml	5812252	29479366.0	10.3389/fpls.2018.00142	2018	Sequence Assembly and Alignment	10	The aligned matrices were concatenated using SequenceMatrix version 1.73 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC5788969.nxml	5788969	29422908.0	10.3389/fpls.2017.02270	2018	cpDNA sequence data analysis	10	The final sequences of the three cpDNA were concatenated using SequenceMatrix v.1.7.8 (Vaidya et al., 2011) and then aligned in Geneious Pro v.4.8.5 (Biomatters Ltd., USA), and subsequently, manually adjusted where necessary	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC7472804.nxml	7472804	32973820.0	10.3389/fpls.2020.01112	2020	Bioinformatics Analysis	7	The trimmed alignments were concatenated using SequenceMatriX version 1.7.8 (Vaidya et al., 2011)	SequenceMatriX		SM754733	not_curated	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC6646888.nxml	6646888	31379899.0	10.3389/fpls.2019.00913	2019	Phylogenetic Analyses Based on cpDNA	17	We concatenated the datasets with SequenceMatrix (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC6403193.nxml	6403193	30873197.0	10.3389/fpls.2019.00218	2019	Comparative Phylogenomics	12	Concatenation of the phylogenetic matrix was performed using SequenceMatrix version 1.8 (Vaidya et al., 2011)	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Plant_Sci/PMC7324783.nxml	7324783	32655606.0	10.3389/fpls.2020.00901	2020	Sequence Alignment and Phylogenetic Tree Reconstruction	8	SequenceMatrix (Vaidya et al., 2011) was used to concatenate the alignment	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Front_Vet_Sci/PMC7641614.nxml	7641614	33195589.0	10.3389/fvets.2020.579728	2020	DNA Extraction and Molecular Analysis for Selected Larval Parasites	10	The aligned data were concatenated using sequence Matrix v.1.7.8 (32)	sequence Matrix		SM774242	not_curated	SequenceMatrix
comm	comm/Front_Zool/PMC4243772.nxml	4243772	25426157.0	10.1186/s12983-014-0081-x	2014	Introduction	2	Software like SequenceMatrix [39], TranslatorX [40], and CONCATENATOR [41] are pure concatenation tools which can be used only via graphical user interface or which are web server designed and therefore cannot be implemented in automatic process pipelines	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Genes_(Basel)/PMC6267336.nxml	6267336	30424578.0	10.3390/genes9110547	2018	2.7. Phylogenetic Analysis of Asteraceae Organelle Genomes	12	A supermatrix was constructed using SequenceMatrix v1.7.8 [50] to concatenate different genes or LCBs	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Genes_(Basel)/PMC6356338.nxml	6356338	30634684.0	10.3390/genes10010038	2019	2.7. Sequence Assembly and Phylogenetic Analyses	12	We used Sequence Matrix version 1.8 [45] to concatenate successful NPC markers	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/Genet_Mol_Biol/PMC7206934.nxml	7206934	31968044.0	10.1590/1678-4685-GMB-2018-0371	2020	Phylogenetic tree reconstruction	8	Multiple sequence alignment was performed for each gene using MACSE (Ranwez ), and aligned sequences were concatenated using SequenceMatrix (Vaidya )	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Genome_Biol_Evol/PMC6307670.nxml	6307670	30304394.0	10.1093/gbe/evy220	2018	Phylogenetic Analysis	28	We retained all indel mutations and concatenated all gene sequences using SequenceMatrix (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Genome_Biol_Evol/PMC6684935.nxml	6684935	31270537.0	10.1093/gbe/evz097	2019	Orthology Assignment and Matrix Assembly	8	The gene alignments, thus cleaned of long-branched sequences and putative paralogs, were concatenated using SequenceMatrix v100 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Genome_Biol_Evol/PMC8358223.nxml	8358223	34081101.0	10.1093/gbe/evab127	2021	Phylogenetic and Phylogenomic Reconstructions	51	For the phylogenomic reconstruction, single orthologous gene clusters identified using OrthoFinder (52 amino acid sequences, see supplementary table S7, Supplementary Material online) were concatenated with SequenceMatrix v1.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/IMA_Fungus/PMC7333402.nxml	7333402	32670777.0	10.1186/s43008-020-00038-8	2020	Phylogenetic analysis	10	2017), and these alignments were then concatenated in SequenceMatrix v1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/IMA_Fungus/PMC7666478.nxml	7666478	33292749.0	10.1186/s43008-020-00047-7	2020	Phylogenetic analysis	7	Then the SequenceMatrix v1.7.8 (Vaidya et al	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Infect_Agent_Cancer/PMC4989296.nxml	4989296	27540411.0	10.1186/s13027-016-0089-2	2016	Phylogenetic analysis of HPV16 variants	12	The sequences of E6, E7 and L1 genes were subsequently assembled together using Sequence Matrixv 1.7.8 (http://dx.doi.org/10.1111/j.1096-0031.2010.00329.x)	Sequence Matrixv	1.7.8	SM812391	not_curated	SequenceMatrix
comm	comm/Insects/PMC6468374.nxml	6468374	30875825.0	10.3390/insects10030072	2019	2.3. Phylogeny	14	Following this, the sequence alignments were concatenated with SequenceMatrix version 1.8 [81]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Insects/PMC6523959.nxml	6523959	30934910.0	10.3390/insects10040091	2019	2.4. Sequences Composition and Phylogenetic Analysis	8	Alignments of the individual makers were linked in SequenceMatrix [19]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Insects/PMC7023390.nxml	7023390	31861737.0	10.3390/insects11010006	2019	2.2. DNA Sequencing of the Most Generalist Species	15	We combined the three genes using SEQUENCEMATRIX [63]	SEQUENCEMATRIX		SM385970	not_curated	not_disambiguated
comm	comm/Insects/PMC7143346.nxml	7143346	32143338.0	10.3390/insects11030164	2020	2.1. Taxon Sampling and Sequence Alignment	5	The gene sequences were concatenated in SequenceMatrix 1.8 [26]	SequenceMatrix	1.8	SM51323	software	SequenceMatrix
comm	comm/Insects/PMC7694756.nxml	7694756	33172182.0	10.3390/insects11110766	2020	2.5. Phylogenetic Analysis	9	The gene dataset was concatenated with SequenceMatrix [50]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Insects/PMC8227683.nxml	8227683	34073280.0	10.3390/insects12060495	2021	2.3. Phylogenetic Analyses	6	Each obtained alignment was then concatenated using SequenceMatrix v.1.7.8 [39]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Insects/PMC8307346.nxml	8307346	34206376.0	10.3390/insects12070570	2021	2.4. Phylogenetic Analysis	10	The aligned data were concatenated with Sequence Matrix v.1.7.8 [49] and PhyloSuite v 1.2.2	Sequence Matrix		SM61024	not_curated	SequenceMatrix
comm	comm/J_Exp_Bot/PMC5853613.nxml	5853613	28003310.0	10.1093/jxb/erw432	2017	Sequencing and phylogenetic inference	13	The program SequenceMatrix (v	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/PLoS_Pathog/PMC6301696.nxml	6301696	30513124.0	10.1371/journal.ppat.1007473	2018	Phylogenetic analyses of Burkholderia species	59	The sequences of each gene were first aligned in MEGA6.06 [55] using ClustalW [56,57] and then all gene sequences were concatenated using the program SequenceMatrix [58]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/R_Soc_Open_Sci/PMC4593675.nxml	4593675	26473041.0	10.1098/rsos.150159	2015	DNA extraction, amplification and sequencing	6	We aligned sequences with MAFFT v. 7.017 [60] using the automatic strategy selection, removed introns of CAD and indel regions of ATP8 and Wg, and concatenated gene matrices using SequenceMatrix [61]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/R_Soc_Open_Sci/PMC5792937.nxml	5792937	29410860.0	10.1098/rsos.171561	2018	Sequence alignment and model testing	11	4.0 beta 10 [38] (as below), to identify any differences between datasets, then individual markers were imported into SequenceMatrix [39] which was used to export concatenated matrices for further analyses	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/R_Soc_Open_Sci/PMC7277287.nxml	7277287	32537217.0	10.1098/rsos.200092	2020	Phylogenetic analysis	14	3.1 [37], after which we concatenated the ND4 and 16S datasets with SequenceMatrix [38]	SequenceMatrix		SM51323	software	SequenceMatrix
comm	comm/Sci_Rep/PMC4541255.nxml	4541255	26288099.0	10.1038/srep13227	2015	Sequence analyses	24	The sequences of the five loci (the repeated region was removed from control region) from all the 15 individuals of yellow-browed tits were aligned individually using Clustal X1.83, and the five loci were combined together by SequenceMatrix 1.7.8	SequenceMatrix	1.7.8	SM51323	software	SequenceMatrix
